,text, target,processed
66,งงตัวเองมากอ่ะ คือชอบคนเยอะมาก นี้กูเป็นกะหรี่ หรือยังไง5555  เด็กเกินจะเข้าใจความรักสิน่ะ,0,"['งง', 'ตัวเอง', 'มาก', 'อ่ะ', 'คือ', 'ชอบ', 'คน', 'เยอะ', 'มาก', 'นี้', 'กู', 'เป็น', 'กะหรี่', 'หรือ', 'ยังไง', 'xxrep', 'เด็ก', 'เกิน', 'จะ', 'เข้าใจ', 'ความรัก', 'สิ', 'น่ะ']"
67,อยากกินปูผัดผงกะหรี่,0,"['อยาก', 'กิน', 'ปู', 'ผัด', 'ผง', 'กะหรี่']"
68,กินแกงกะหรี่... เจอแกงเหลืองอ๋อย ติดหวาน ใส่มันฝรั่งและแครอท คำถามคือ นี่เป็นแกงสูตรประเทศอะไร,0,"['กิน', 'แกง', 'กะหรี่', 'xxrep', 'เจอ', 'แกง', 'เหลือง', 'อ๋อย', 'ติด', 'หวาน', 'ใส่', 'มันฝรั่ง', 'และ', 'แครอท', 'คำถาม', 'คือ', 'นี่', 'เป็น', 'แกง', 'สูตร', 'ประเทศ', 'อะไร']"
69,เข้าคณะวันนี้ทาปากสีชมพูด้วยคอนเซ็ปต์ถ่ายจากดาวอังคารต้องเห็นปากกูชัดคือโดนคนด่าว่าตอแหลเยอะมาก ดีใจมาก ยิ้มรับ ทาแล้วเลือดกะหรี่พุ่งพล่าน,0,"['เข้า', 'คณะ', 'วันนี้', 'ทาปาก', 'สีชมพู', 'ด้วย', 'คอนเซ็ปต์', 'ถ่าย', 'จาก', 'ดาวอังคาร', 'ต้อง', 'เห็น', 'ปาก', 'กู', 'ชัด', 'คือ', 'โดน', 'คน', 'ด่าว่า', 'ตอแหล', 'เยอะ', 'มาก', 'ดีใจ', 'มาก', 'ยิ้ม', 'รับ', 'ทา', 'แล้ว', 'เลือด', 'กะหรี่', 'พุ่งพล่าน']"
70,อยู่ดีๆก็อยากกินข้าวแกงกะหรี่...ทำเองไม่เป็น ไปซื้อแบบสำเร็จรูปมากินละกัน,0,"['อยู่ดีๆ', 'ก็', 'อยาก', 'กิน', 'ข้าวแกง', 'กะหรี่', 'xxrep', 'ทำ', 'เอง', 'ไม่', 'เป็น', 'ไป', 'ซื้อ', 'แบบ', 'สำเร็จรูป', 'มา', 'กิน', 'ละ', 'กัน']"
71,อยากกะหรี่ให้มากกว่ารุ่นพี่ที่ทำงานสุดท้ายกูเเพ้,1,"['อยาก', 'กะหรี่', 'ให้', 'มากกว่า', 'รุ่นพี่', 'ที่ทำงาน', 'สุดท้าย', 'กู', 'เเพ้']"
72,ขนส่ง ยี่ห้อ กะหรี่ นี่ สู้ ไปรษณีย์ไทยไม่ได้เลยจริงๆ โทรถามทาง มันทุกครั้งที่จะมาส่ง = ='',1,"['ขนส่ง', 'ยี่ห้อ', 'กะหรี่', 'นี่', 'สู้', 'ไปรษณีย์', 'ไทย', 'ไม่', 'ได้', 'เลย', 'จริงๆ', 'โทร', 'ถาม', 'ทาง', 'มัน', 'ทุกครั้ง', 'ที่จะ', 'มา', 'ส่ง', ""=''""]"
73,ผู้ชายเกาะผู้หญิงกิน : แมงดา 😛,0,"['ผู้ชาย', 'เกาะ', 'ผู้หญิง', 'กิน', 'แมงดา', 'EMJface-with-tongueEMJ']"
74,คำพูดที่มันทำให้ดูเป็นคนทัศคติต่ำไปเลย (สำหรับเรา) คือคำว่าประเทศเฮงซวย ประเทศกะลาแลนด์ ประเทศไม่ผิดอะไร คนในประเทศต่างหากที่ทำเรื่องเฮงซวย,0,"['คำพูด', 'ที่', 'มัน', 'ทำให้', 'ดู', 'เป็น', 'คน', 'ทัศ', 'คติ', 'ต่ำ', 'ไป', 'เลย', 'สำหรับ', 'เรา', 'คือ', 'คำ', 'ว่า', 'ประเทศ', 'เฮงซวย', 'ประเทศ', 'กะลา', 'แลนด์', 'ประเทศ', 'ไม่', 'ผิด', 'อะไร', 'คน', 'ในประเทศ', 'ต่างหาก', 'ที่', 'ทำ', 'เรื่อง', 'เฮงซวย']"
75,บางคนความคิดก็ต่ำยิ่งกว่าสัตว์เซลล์เดียวอีก,0,"['บางคน', 'ความคิด', 'ก็', 'ต่ำ', 'ยิ่งกว่า', 'สัตว์', 'เซลล์', 'เดียว', 'อีก']"
76,แบ่งแยกแล้วมึงสูงขึ้นเหรอ? เปล่าค่ะ...ใจมึงอ่ะ_ต่ำ_มาก กศษ.ไม่ช่วยห่าไร เลวด้วยตัวเองล้วนๆ,1,"['แบ่งแยก', 'แล้ว', 'มึง', 'สูง', 'ขึ้น', 'เหรอ', 'เปล่า', 'ค่ะ', 'xxrep', 'ใจ', 'มึง', 'อ่ะ', 'ต่ำ', 'มาก', 'กศษ.', 'ไม่', 'ช่วย', 'ห่า', 'ไร', 'เลว', 'ด้วยตัวเอง', 'ล้วน']"
77,ทุเรียนคือความชั่วร้าย,0,"['ทุเรียน', 'คือ', 'ความ', 'ชั่วร้าย']"
78,ทำไมบางคนถึงสนุกกับการทำตัวหยาบคายหรือพ่นคำหยาบคายในพื้นที่ของคนอื่นอ่ะ รู้เปล่าว่าความถ่อยมันไม่ได้เท่เลย มันต่ำเว้ย..,0,"['ทำไม', 'บางคน', 'ถึง', 'สนุก', 'กับ', 'การ', 'ทำตัว', 'หยาบคาย', 'หรือ', 'พ่น', 'คำ', 'หยาบคาย', 'ใน', 'พื้นที่', 'ของ', 'คนอื่น', 'อ่ะ', 'รู้', 'เปล่า', 'ว่าความ', 'ถ่อย', 'มัน', 'ไม่', 'ได้', 'เท่', 'เลย', 'มัน', 'ต่ำ', 'เว้ย', '..']"
79,ดี ชั่ว อยู่ที่ ตัว ทำ สูง ต่ำ อยู่ ที่ ทำ ตัว... คน เรา ทำ อย่าง ไร ก็ ได้ อย่าง นั้น แหละ ...ฝืน ธรรม ชาติ ไม่ ได้ หรอก,0,"['ดี', 'ชั่ว', 'อยู่', 'ที่', 'ตัว', 'ทำ', 'สูง', 'ต่ำ', 'อยู่', 'ที่', 'ทำ', 'ตัว', 'xxrep', 'คน', 'เรา', 'ทำ', 'อย่าง', 'ไร', 'ก็', 'ได้', 'อย่าง', 'นั้น', 'แหละ', 'xxrep', 'ฝืน', 'ธรรม', 'ชาติ', 'ไม่', 'ได้', 'หรอก']"
80,ไม่มีใครรับในมุมที่แย่ที่สุด จุดต่ำสุด หรือความเลวร้ายที่สุดได้ นอกจากเพื่อน,0,"['ไม่', 'มี', 'ใคร', 'รับ', 'ใน', 'มุม', 'ที่', 'แย่', 'ที่สุด', 'จุด', 'ต่ำสุด', 'หรือ', 'ความ', 'เลวร้าย', 'ที่สุด', 'ได้', 'นอกจาก', 'เพื่อน']"
81,คนอื่นอ่านออกเสียงในใจกันมั้ยมีเสียงสูง ต่ำ แผ่ว เบา เวลาอ่านทวิตรึเปล่า,0,"['คนอื่น', 'อ่าน', 'ออกเสียง', 'ใน', 'ใจ', 'กัน', 'มั้ย', 'มีเสียง', 'สูง', 'ต่ำ', 'แผ่ว', 'เบา', 'เวลา', 'อ่าน', 'ทวิ', 'รึเปล่า']"
82,ต่ำ ต่ำมากๆต่ำสุดๆถูกเลี้ยงมาแบบไหนอ่ะต่ำตมดีจัง,1,"['ต่ำ', 'ต่ำ', 'มาก', 'ต่ำสุด', 'ถูก', 'เลี้ยง', 'มา', 'แบบ', 'ไหน', 'อ่ะ', 'ต่ำ', 'ตม', 'ดี', 'จัง']"
83,อุบาดชาติชั่วที่สุดต่ำตม twitter.com/signxseonho/st…,1,"['อุ', 'บาด', 'ชาติ', 'ชั่ว', 'ที่สุด', 'ต่ำ', 'ตม', 'xxurl']"
84,แต่งตัวไม่วาบหวิวมันก็ลวนลามค่ะ ความคิดแม่งชั้นต่ำ,1,"['แต่งตัว', 'ไม่', 'วาบหวิว', 'มัน', 'ก็', 'ลวนลาม', 'ค่ะ', 'ความคิด', 'แม่', 'ชั้นต่ำ']"
85,เครื่องสักการบูชาของคนชั่วร้ายเป็นสิ่งน่าเกลียดน่าชัง เมื่อเขานำมาด้วยความตั้งใจชั่วจะยิ่งกว่านั้นสักเท่าใด fb.me/6vsjJtdy6,0,"['เครื่อง', 'สักการ', 'บูชา', 'ของ', 'คน', 'ชั่วร้าย', 'เป็น', 'สิ่ง', 'น่าเกลียดน่าชัง', 'เมื่อ', 'เขา', 'นำมา', 'ด้วย', 'ความตั้งใจ', 'ชั่ว', 'จะ', 'ยิ่งกว่านั้น', 'สัก', 'เท่าใด', 'xxurl']"
86,ฉันเกิดมาเพื่อเป็นแมงดา,1,"['ฉัน', 'เกิด', 'มา', 'เพื่อ', 'เป็น', 'แมงดา']"
87,ถึงพลอจะชั่ว เป็นแมวขโมย เห็นแก่กิน ชอบด่าและกากมาก แต่ก็อบอุ่นที่สุดเลยนะ,0,"['ถึง', 'พลอ', 'จะ', 'ชั่ว', 'เป็น', 'แมวขโมย', 'เห็นแก่', 'กิน', 'ชอบ', 'ด่า', 'และ', 'กาก', 'มาก', 'แต่', 'ก็', 'อบอุ่น', 'ที่สุด', 'เลย', 'นะ']"
88,มึงมันเรด ฮึ่ย ไม่รู้จะด่ายังไงแล้ว ไอ้สารชั่ว pic.twitter.com/1sm8ZhLNtj,1,"['มึง', 'มัน', 'เร', 'ฮึ่ย', 'ไม่', 'รู้', 'จะ', 'ด่า', 'ยังไง', 'แล้ว', 'ไอ้', 'สาร', 'ชั่ว', 'xxurl']"
89,พวกชั่ว กูกลัวผีอะไม่ใช่กูส่องกระจก 😂,0,"['พวก', 'ชั่ว', 'กู', 'กลัวผี', 'อะ', 'ไม่', 'ใช่', 'กู', 'ส่องกระจก', 'EMJface-with-tears-of-joyEMJ']"
90,۞ อย่าดูหมิ่นความชั่วว่าเล็กน้อย คงจักไม่มีผลมาถึงตัว,0,"['อย่า', 'ดูหมิ่น', 'ความ', 'ชั่ว', 'ว่า', 'เล็กน้อย', 'คง', 'จัก', 'ไม่', 'มีผล', 'มาถึง', 'ตัว']"
91,มึงไม่ควรขอบคุณกูนะ มึงควรขอโทษ ที่พากูไปหลงและส่งไม่ถึงที่ แถมไปไม่ทันนัด คนชั่ว,1,"['มึง', 'ไม่', 'ควร', 'ขอบคุณ', 'กู', 'นะ', 'มึง', 'ควร', 'ขอโทษ', 'ที่', 'พา', 'กู', 'ไป', 'หลง', 'และ', 'ส่ง', 'ไม่', 'ถึงที่', 'แถม', 'ไป', 'ไม่', 'ทัน', 'นัด', 'คนชั่ว']"
